wkb_geometry;area;perimeter;zona;fumetto;descrizione;pianopark
"POLYGON ((664315.127015406 5104737.71616058,664327.126790434 5104736.71608178,664324.376581805 5104704.71668238,664330.376469319 5104704.21664298,664336.876024876 5104663.71732255,664348.125833641 5104665.21720462,664349.12574291 5104656.21735922,664352.625542407 5104639.21763824,664357.00028976 5104617.71799153,664367.500027316 5104608.71806945,664388.499720398 5104617.71773724,664402.124542745 5104626.2174736,664408.874271389 5104607.7177535,664419.374045273 5104603.21775008,664439.998430286 5104573.21812582,664451.872965383 5104542.21859028,664459.747750386 5104533.21868939,664459.997568262 5104511.21908502,664447.6226103 5104488.71959162,664420.997990637 5104476.2200325,664400.373298852 5104468.2203436,664421.247626873 5104431.72083482,664422.872512736 5104421.22101149,664416.747466024 5104401.72141341,664391.747861391 5104394.72174175,664387.997812116 5104380.22203412,664364.998215734 5104378.72224691,664359.623244268 5104370.22244393,664361.748427862 5104397.72192972,664360.623532962 5104408.22174901,664359.373733159 5104430.22136144,664355.998947548 5104449.22104526,664344.374569388 5104500.22021728,664340.749747931 5104514.21999349,664339.249831554 5104521.21987908,664321.000125095 5104516.72010774,664282.500744291 5104507.22059026,664293.500081275 5104449.72154079,664292.624596573 5104387.72266851,664281.874387237 5104337.72365904,664265.999310901 5104292.72460058,664233.37501362 5104306.7246109,664109.377690855 5104360.72463587,664099.62777425 5104349.22492245,664079.128100387 5104343.72518735,664050.378063023 5104274.72666663,664058.877675275 5104245.72712219,663982.504322154 5104278.72714227,663951.129937693 5104284.7272871,663891.487841465 5104309.21971788,663911.971496269 5104356.42014335,663935.572221465 5104409.40929503,663985.889817177 5104408.07302097,664042.442419611 5104526.07403951,664067.590833949 5104625.00709407,664050.735884116 5104627.11751919,664053.831835212 5104657.69495527,664059.809827648 5104669.01153167,664068.715962157 5104713.5403189,664085.637593352 5104795.91856928,664130.611509959 5104767.86502527,664132.393036035 5104813.72973387,664158.66512587 5104821.7447169,664154.21229628 5104828.42408012,664122.151979522 5104885.86656866,664112.801258462 5104927.72376758,664095.880950173 5105009.21171527,664085.194440348 5105060.8652759,664066.49235834 5105065.3183144,664055.805575303 5105083.12994273,664091.428785637 5105098.26946548,664156.886188511 5105096.04249728,664149.316892472 5105171.74161411,664181.377679754 5105173.07722314,664183.603609439 5105109.40093613,664200.969475291 5105061.30962918,664200.969133776 5105019.00721381,664181.821677135 5105013.21861702,664197.851693514 5104966.90847667,664220.11598288 5104949.54204283,664238.372554052 5104917.48111894,664266.425404255 5104876.51434095,664282.455517696 5104842.22699128,664291.361105383 5104819.51720187,664307.391520793 5104822.63409212,664319.414164088 5104804.37716505,664320.749826629 5104779.440993,664315.127015406 5104737.71616058))";202000.619384766;3208.17905851482;cblu2;Seconda corona blu;Seconda corona blu;10
"POLYGON ((664252.429246055 5102351.04912333,664338.01089525 5102493.88324598,664497.433199866 5102751.26260206,664528.008519688 5102781.4737504,664620.894277366 5102877.55673338,664749.005188589 5103010.59860707,664895.514460923 5103163.36744452,665037.108793568 5103308.38554085,665090.593562321 5103365.2527369,665188.785094517 5103466.04451818,665260.747914459 5103541.985943,665295.698890599 5103588.40870578,665313.887065398 5103183.78660128,665385.953821832 5103183.78660128,665396.336320641 5103070.49521722,665358.776104364 5103069.27374677,665344.33199233 5102970.54817382,665324.34858353 5102920.09369965,665294.064613001 5102922.83348647,665290.587292616 5102893.38200225,665282.446877791 5102839.53224272,665310.870030162 5102834.34808556,665307.063168223 5102795.01418835,665278.464422405 5102800.5502482,665271.440967329 5102748.94312177,665265.638982701 5102702.22187714,665259.355428122 5102675.65489489,665252.370538428 5102656.49696221,665237.545162396 5102622.82629802,665218.30700284 5102578.85336189,665207.619136419 5102544.95755695,665203.954725075 5102507.39734068,665213.421121047 5102445.40771544,665217.390900003 5102412.12264573,665222.582149408 5102388.30397199,665246.850288432 5102353.45473322,665230.573970725 5102339.41528927,665223.578083853 5102332.32141268,665210.215694553 5102316.43027297,665198.47304046 5102305.40525146,665185.083902597 5102297.44852129,665159.371053722 5102318.37478884,665140.132894165 5102330.58949332,665119.673264161 5102340.05588929,665091.579443856 5102349.52228527,665064.707093999 5102354.10279945,665043.331361158 5102355.3242699,665020.428790258 5102353.79743183,664982.563206368 5102347.38471198,664945.613725315 5102340.05588929,664908.664244262 5102335.1700075,664868.661087089 5102334.55927228,664837.818958276 5102337.6129484,664817.970063496 5102341.27735974,664781.936685279 5102352.27059378,664752.621394526 5102364.48529826,664720.863162877 5102382.80735498,664686.051255108 5102403.57235259,664649.407141667 5102420.67293887,664616.42743957 5102428.61249678,664588.944354489 5102433.49837857,664558.407593288 5102434.71984902,664528.481567311 5102431.6661729,664499.777011782 5102426.78029111,664468.629515357 5102416.3977923,664433.206872364 5102399.29720602,664400.227170267 5102384.63956065,664363.583056826 5102369.37118005,664336.099971745 5102363.26382781,664304.341740096 5102357.76721079,664252.429246055 5102351.04912333))";675271.298339844;4156.52590127188;viola;Area periferica viola Bolghera;Area periferica viola Bolghera;14
"POLYGON ((664136.871503146 5103655.73715791,664137.49646763 5103652.7372071,664142.371230166 5103634.23750215,664143.996180612 5103631.73753422,664144.74615898 5103630.73754625,664145.8711225 5103628.73757332,664146.621096835 5103627.23759438,664149.12101128 5103622.23766458,664152.370908134 5103616.73773776,664157.370753172 5103608.73784201,664159.870683764 5103605.73787606,664161.620635984 5103603.73789808,664165.370535911 5103599.73794011,664174.87018659 5103577.7382611,664177.745082149 5103571.23835539,664186.744749939 5103550.23866234,664188.369684239 5103545.73873056,664193.244475029 5103530.73896236,664194.244432735 5103527.73900851,664195.994356704 5103522.2390938,664198.369253228 5103514.7392102,664200.869147494 5103507.23932559,664201.244132642 5103506.23934064,664201.869105199 5103504.23937175,664202.100188113 5103503.31509081,664198.331889169 5103502.9037501,664195.053671725 5103502.87521611,664192.404846874 5103502.85216042,664191.095317105 5103490.36125425,664190.47458273 5103484.44040004,664190.326454092 5103483.02747995,664189.363109542 5103473.83864997,664189.73822924 5103466.49406248,664134.175729183 5103476.61437499,664057.583472287 5103491.94271562,664057.597112014 5103487.85830734,664057.54485842 5103503.50561484,664057.599294738 5103533.29344674,664058.49713702 5103552.7395471,664059.122178195 5103559.23942456,664105.621333619 5103558.73905823,664102.746498602 5103572.73882837,664099.496702654 5103590.73852923,664053.372483946 5103584.23901907,664052.122546903 5103589.23893878,664048.622715114 5103602.23873205,664037.747895545 5103600.23885599,664038.747808853 5103591.73900156,664017.623158421 5103587.7392444,664009.123299959 5103586.23934013,663994.373546401 5103583.73950439,663974.373879669 5103580.23972911,663908.2481324 5103568.23060767,663898.887137018 5103624.4019119,663894.288222644 5103650.21699367,663893.460316753 5103654.62282537,663891.543674356 5103665.85052942,663890.691813639 5103670.66960001,663889.787301483 5103675.77988678,663888.852754233 5103683.24025959,663887.923133809 5103688.42686201,663886.377464722 5103697.82768139,663881.35842768 5103724.77789041,663877.622747828 5103745.67357506,663873.400673054 5103769.45494934,663872.318865174 5103771.70020964,663870.837703778 5103782.74523168,663870.111144771 5103792.51757313,663869.452386919 5103798.34167641,663866.728486125 5103814.53763101,663864.849094917 5103824.55179894,663861.542780288 5103832.69069576,663860.307338625 5103842.40298014,663858.903059515 5103855.38491643,663857.448314989 5103866.64016935,663856.185443817 5103869.656804,663855.685313908 5103871.19383339,663855.098841048 5103874.65280927,663854.553904613 5103877.49579426,663854.326378934 5103879.84493514,663854.096346569 5103881.75801986,663853.388784774 5103886.0756568,663852.85505021 5103890.30421157,663852.094050382 5103894.13728552,663850.680203081 5103902.70549667,663848.691298197 5103913.78653817,663847.382121011 5103915.38569859,663844.308911148 5103919.78951592,663843.397185468 5103924.76412923,663841.135646108 5103939.65291073,663838.185025014 5103946.79286466,663837.00359866 5103950.59247981,663834.607071348 5103956.08747443,663832.031752897 5103961.37841766,663828.304292561 5103968.35405144,663824.434304339 5103973.19037527,663823.599725529 5103977.0235827,663823.311529887 5103978.34726078,663821.619209866 5103985.49681781,663820.244615016 5103992.43355283,663827.082949797 5103994.70679578,663855.681713722 5103999.91915589,663857.460829391 5103991.800458,663864.996258003 5103993.23536272,663865.514396177 5103999.06860466,663891.597717315 5104003.59909139,663924.530959654 5104008.73188937,663925.44190688 5104011.76589595,663929.948175969 5104012.41810064,663930.803043131 5104008.24135243,663938.377638152 5103971.2330573,663939.877554529 5103964.23317173,663937.502557097 5103959.23328128,663941.252388404 5103946.73347696,663942.377339814 5103943.23353114,663948.627061351 5103922.73385125,663950.50181757 5103896.73430609,663951.251735396 5103888.23445368,663952.376634334 5103878.23462536,663954.001487908 5103863.73487435,663956.126308226 5103846.23517353,663981.375633846 5103819.23545775,663991.125380915 5103809.73555076,663992.500343951 5103808.23556678,663994.000304729 5103806.73558178,663995.250270024 5103805.2355988,663996.625233061 5103803.73561482,663997.875198357 5103802.23563184,664016.624629362 5103773.73599565,664020.749470035 5103763.23615215,664023.12437867 5103757.23624144,664029.499227108 5103752.73627132,664037.748811585 5103719.73680123,664038.123780588 5103716.73685243,664040.99851066 5103689.73731728,664035.873566974 5103685.23743999,664037.498388258 5103666.73776129,664037.248231326 5103646.73812483,664079.872460831 5103646.73778074,664108.371981988 5103651.23746933,664136.871503146 5103655.73715791))";74344.1909179688;1843.43844775331;verde;ZTL verde;ZTL verde;2
"POLYGON ((665218.922641319 5103640.35746365,665211.017246342 5103643.3542547,665190.21735784 5103626.02101429,665169.764134146 5103635.55429652,665194.724000348 5103689.28734181,665250.472787191 5103672.36657462,665262.820817774 5103667.541812,665274.431818725 5103644.10648005,665294.099814803 5103615.91664201,665295.698890599 5103588.40870578,665260.747914459 5103541.985943,665188.785094517 5103466.04451818,665090.593562321 5103365.2527369,665037.108793568 5103308.38554085,664895.514460923 5103163.36744452,664749.005188589 5103010.59860707,664620.894277366 5102877.55673338,664528.008519688 5102781.4737504,664497.323195899 5102820.43231376,664452.913882032 5102876.84444057,664385.901185157 5102966.03195599,664294.744206565 5103087.24813753,664278.483784956 5103110.40731736,664268.136574442 5103166.08766659,664244.626224495 5103297.30758485,664217.243355035 5103445.7403051,664216.618386514 5103448.24026495,664221.244893577 5103448.2406294,664220.494967679 5103455.74049988,664322.618057061 5103447.73982008,664328.868044992 5103460.23954367,664416.241320273 5103442.23916371,664525.614145397 5103417.73872364,664573.459727477 5103406.86847096,664584.584816994 5103434.10366881,664590.988234089 5103451.23759033,664620.862774786 5103461.23716839,664666.986407869 5103592.23402625,664672.613607256 5103680.2327919,664668.363768846 5103690.73263641,664685.613711321 5103722.23192775,664662.114253169 5103736.73185536,664650.114611357 5103754.23163589,664659.199326974 5103756.24452341,664673.350399862 5103766.68366306,664695.156863802 5103769.46728806,664708.843879955 5103768.7712273,664730.418171323 5103748.12452877,664758.751694689 5103720.96924499,664774.92368896 5103707.8676663,664789.253335055 5103700.08856579,664800.609827949 5103695.73107662,664873.233192241 5103655.73121339,664899.982603753 5103642.73123244,664917.607264973 5103640.23113535,664947.106743829 5103641.73087009,664979.356177012 5103643.73057359,664991.980912469 5103639.23055301,665000.105701015 5103631.23063203,664999.730570557 5103614.23094236,664992.855682721 5103612.73102497,664993.355617174 5103605.73114747,664996.980442664 5103592.23136224,665001.480236192 5103576.7316061,665007.480115624 5103575.23158478,665013.730030901 5103578.73147105,665027.854710989 5103570.73150164,665045.479368174 5103567.73141358,665056.603690083 5103567.43424516,665065.406162746 5103559.65518928,665073.799182102 5103547.78193415,665081.373375824 5103537.75107678,665087.514616835 5103529.97204238,665098.773592843 5103519.94115526,665101.639486698 5103514.00453844,665115.559772029 5103513.59500581,665129.684762532 5103512.57134114,665142.376773879 5103510.52413741,665166.181906302 5103515.32290682,665175.037320622 5103527.20721239,665182.311902607 5103542.90711713,665187.547427225 5103569.23732591,665203.649895672 5103595.5749392,665218.922641319 5103640.35746365))";462583.489013672;3719.44036141726;crosso2;Seconda corona rossa;Seconda corona rossa;9
"POLYGON ((663334.075683595 5105483.20709229,663371.465515138 5105493.33770752,663408.227722168 5105507.01947022,663415.264099122 5105509.72570801,663449.904479981 5105525.42028809,663479.673522949 5105544.36187744,663518.299682617 5105567.9506836,663574.695129395 5105599.27770996,663680.941894532 5105658.2966919,663737.314270019 5105541.15631104,663749.681884767 5105471.45611572,663783.411682129 5105374.77508545,663867.736511231 5105236.49871826,664057.551330566 5104929.68829346,664063.037902833 5104905.00091553,664057.551330566 5104778.82092285,663821.621704102 5104241.18450928,663745.092712402 5104030.86828613,663705.693725586 5104036.56390381,663664.395874023 5104003.33972168,663657.512364256 5103981.90893512,663647.646696652 5103970.0124368,663625.536601725 5103972.26189692,663615.527278405 5103990.07713434,663515.206154588 5104022.08701115,663505.129912151 5104022.46098192,663494.084995784 5104010.71250497,663461.681499255 5103988.47698106,663357.442058377 5103920.99480585,663332.549555025 5103966.50228607,663304.545000115 5103957.16768563,663298.127418349 5103970.97550166,663256.796948987 5104055.72493055,663258.844155844 5104069.96387497,663263.511738655 5104090.96719696,663327.105365195 5104105.94130113,663372.029517672 5104143.085769,663401.006451915 5104152.61483714,663436.595693098 5104179.25770053,663449.654695294 5104141.69204343,663466.694214603 5104147.25681627,663486.790991549 5104154.23026938,663494.702538562 5104117.97166019,663561.426573829 5104117.91512838,663527.392925941 5104031.51994037,663617.64921893 5104001.25394267,663651.896484376 5104096.42547607,663694.718078614 5104292.99249268,663698.610900879 5104409.76507569,663675.253723145 5104616.06292725,663602.334716799 5104831.18328857,663544.694091797 5104938.89227295,663488.470886231 5105019.67388916,663387.664306642 5105136.08068848,663406.452697755 5105198.77270508,663425.434326173 5105262.11010742,663427.30029297 5105327.05090332,663413.626098633 5105378.00653076,663375.442871094 5105439.25128174,663338.850891114 5105475.83929443,663334.075683595 5105483.20709229))";574086.239501953;5053.727035423;giallo4;Area periferica gialla Cristo Re e Piedicastello;Area periferica gialla Cristo Re e Piedicastello;13
"POLYGON ((664168.243009136 5103293.24345592,664202.86730659 5103283.74334812,664221.366972196 5103283.74319878,664234.366830052 5103295.24288597,664244.626224495 5103297.30758485,664268.136574442 5103166.08766659,664278.483784956 5103110.40731736,664294.744206565 5103087.24813753,664385.901185157 5102966.03195599,664452.913882032 5102876.84444057,664497.323195899 5102820.43231376,664528.008519688 5102781.4737504,664497.433199866 5102751.26260206,664338.01089525 5102493.88324598,664252.429246055 5102351.04912333,664246.068569268 5102339.75537491,664146.123564831 5102160.96474409,664065.607948884 5101995.41016298,664021.965554998 5101851.96211479,663973.201203104 5101899.33208122,663929.002802726 5101951.08134072,663886.483320147 5102009.88488046,663839.519379697 5102109.96923502,663800.546167662 5102216.23065298,663781.44429457 5102292.14187119,663759.811109699 5102456.71289112,663749.413106986 5102555.71678279,663741.022436179 5102614.30579896,663730.41585739 5102713.87577145,663716.243712565 5102819.39642993,663701.02013248 5102914.96806121,663687.635538777 5103028.44854203,663686.9034612 5103035.03773284,663730.343301252 5103041.13847589,663725.462736741 5103079.69743031,663757.920589568 5103083.60186972,663753.283981965 5103111.42289627,663795.747641752 5103116.79151643,663834.550639826 5103121.1839918,663877.990481848 5103127.52877843,663876.282249617 5103136.55841301,663894.585550475 5103138.99870114,663890.193256358 5103200.25372538,663887.264949999 5103227.09856378,663881.16386613 5103228.31883098,663873.599007272 5103290.30601159,663917.372559916 5103295.24544494,663940.122059909 5103284.24546012,663964.121654356 5103287.74520312,664092.61948506 5103306.74382238,664103.244361627 5103315.24358297,664118.243993627 5103303.24367879,664142.493518974 5103298.74356436,664168.243009136 5103293.24345592))";703297.677001953;3770.17014027547;cverde2;Seconda corona verde;Seconda corona verde;11
